vid	name	lat	lon
356015	Mrs. Fields	40.5822738833	-74.1646965333
355991	Columbia School	40.5822688167	-74.1647050667
356007	Old Navy	40.5822597167	-74.1647130167
523242	Applebee's	40.5811794993	-74.1650211811
695563	Build-A-Bear Workshop	40.5815431667	-74.1652721
52834	Apple Store, Staten Island	40.5823346345	-74.1654852569
605820	Borders	40.5823541333	-74.1655821333
988205	CVS/pharmacy	40.5829485426	-74.1656180153
67965	Staten Island Mall	40.5824704262	-74.1659195145
1062789	Classic Deli	40.58078324	-74.16619288
510044	Saturday Matinee	40.580782899999996	-74.1663736667
510020	Sears	40.580782899999996	-74.1663736667
381761	Sephora	40.5819637493	-74.1665124663
840752	American Eagle	40.57886016	-74.16671055
73787	Starbucks	40.5817896453	-74.166860734
510125	H&M	40.5811588253	-74.16708409430001
510121	GNC	40.5811588253	-74.16708409430001
510131	Hallmark	40.5811588253	-74.16708409430001
619080	Foot Locker	40.5815559538	-74.16741371149999
627982	Raymour Flanigan	40.5767470333	-74.1672505833
73704	Barnes & Noble	40.59249325	-74.16213940000002
5835199	K Mart	40.575201516999996	-74.167472733
2434134	Staples	40.586107831999996	-74.16732523
1543692	Nori	40.5737828	-74.11758078300001
4542598	Soup Man	40.591016100000004	-74.16479375
69798	Stop & Shop	40.5792777	-74.1690240167
69816	The Crossings	40.5787068667	-74.16921305
524882	Pathmark	40.574329166700004	-74.1682108333
1406335	Great Kills Swim Club	40.5598496333	-74.1462285333
510530	Costco	40.5724147167	-74.16844355
3415700	Susan E. Wagner High School	40.597327	-74.12514200000001
265779	Csi	40.6031524167	-74.14055175
1162940	Jim Hanley's Universe	40.57189105	-74.11245885
420550	Fresh Tortillas Tex Mex 	40.5718155167	-74.1122884833
621031	Bank of America	40.5638625167	-74.1158712
951917	Mike's Place	40.5708813067	-74.1105648633
5094416	Sushi Excellent	40.57088196	-74.11049228
3139025	Atrium Stadium Cinemas	40.55995661	-74.16435277
524810	Planet Wings	40.5600935445	-74.1645972219
621459	Friendly's	40.5645791688	-74.11400556560001
1025709	Orange Leaf	40.570574187	-74.1096842971
621094	HomeGoods	40.5651252442	-74.1130292416
619071	Willowbrook Stadium	40.6052129318	-74.155343771
1496765	Moe's Southwest Grill	40.5729397833	-74.10781435
411943	Willowbrook Park, Staten Island, NY	40.604797512	-74.1578757763
555028	Panera Bread	40.56574499	-74.1735444
511111	Z1	40.6035083	-74.1619152167
403309	Golden Gate Health Care Center	40.606781861500004	-74.1319923354
197650	North Gannon/Wooley ave. 	40.6081527	-74.1394952
5834919	Deal$	40.559949305	-74.168572223
621137	Dr. Mailmen Flug Ozer	40.60447855	-74.1623779667
209477	Gabriel Pediatrics	40.6048709029	-74.1623244434
689830	Golden Dove	40.55880185	-74.1685993833
679742	Eltingville Transit Center	40.5602935	-74.1709754667
1300247	Staten Island Expressway	40.608084231	-74.130676396
717210	Gap	40.56392663	-74.17514801
885273	Lost Highway	40.6094565828	-74.148273468
1718992	NYogurt	40.575930766999996	-74.103562898
54686	Dusty Pages	40.607412170399996	-74.1594529152
98727	Greenbelt	40.6021630833	-74.1149834667
621147	A&S Salumeria	40.6065300333	-74.1622210667
652363	7 Eleven 	40.60669665	-74.1619898667
389180	The Broken Kitchen	40.6045909167	-74.11738709999999
1096571	Joe and Pat's Pizzeria	40.6110802743	-74.1411251825
766274	Arirang	40.5493924497	-74.1497578203
70505	The Spot To Be	40.6109931167	-74.136702
818701	Staten Island Expressway	40.6105548667	-74.151808
568669	Buckshots 	40.6074447512	-74.1629397869
82478	Blockbuster 	40.6073899667	-74.1635020667
82476	Dunkin' Donuts	40.607417383299996	-74.1635505167
1110900	Espana Royale	40.5894903411	-74.1014420986
1445858	KMart	40.56399905	-74.18072897
490336	Chilis	40.6120466251	-74.1558158398
606334	Dunkin' Donuts	40.6120860333	-74.1563717833
490296	La Piazza	40.6121752	-74.1567433833
606339	Baskin Robbins	40.6120549833	-74.1573373285
1546934	Comfort Diner	40.56586813	-74.18318712
1047559	Fresh Kills - North Mound	40.5829981667	-74.1873956667
633249	John's house of cock munching	40.6078862333	-74.1688906
1055565	Alphonso's Pastry Shoppe	40.612800666700004	-74.1275937167
712349	AppleBees	40.61267525	-74.1582126667
692685	Venga	40.6127883	-74.1258964
396068	Goodfellas	40.6128318333	-74.12424235
1957503	Sushi Den	40.61412844	-74.15780195
1127387	Salvatore of Soho	40.5833438805	-74.09512951970001
507576	Stage One	40.60591781	-74.10929077
507158	Harborview 	40.60591781	-74.10929077
692677	Subway	40.6129595833	-74.1228302833
2939366	Marina Café	40.543847808	-74.140540336
446124	Holy Family	40.6165979667	-74.1414914833
681180	Work	40.553360733299996	-74.17532125
52028	Island Coffee Shop	40.6131314	-74.121645
1126142	Joe & Pat's Pizza	40.6131095013	-74.1208258109
1801787	Lee's Tavern	40.58885765	-74.095225617
1292308	Rias House	40.6125365667	-74.16670855
944657	Staten Island Yacht Sales	40.5424716012	-74.141728878
606098	New York City Public Library	40.6177420833	-74.1449377
1278666	Sake One	40.542145500000004	-74.1461711667
677544	The Teleport	40.6069984333	-74.1779374333
637156	House of Travel	40.56807455	-74.19127136670001
1046921	Pasticceria Bruno	40.5880746167	-74.0905191333
399067	Nové	40.5428797168	-74.1637403918
912458	Freshkills Park	40.5676833167	-74.1941422
991567	Staten Island Subaru	40.589564139299995	-74.0891962462
1285736	Clove Lakes Indian Cave	40.614995883	-74.11101706699999
2956462	Goodfellas	40.5980555556	-74.09166666670001
529946	49 Crystal	40.6229290667	-74.1433454667
595541	Burlington Coat Factory	40.6012948497	-74.1916501522
262669	Galloway Castle	40.6231722167	-74.1432589333
922783	Hampton Inn	40.6135412504	-74.1783898344
633507	Planet Fitness	40.5999507562	-74.193302393
1127129	Trattoria Romana	40.5922853333	-74.0872841667
668637	Duane Reade 	40.624036700000005	-74.1377260833
386560	Burger King	40.6244021833	-74.1442881667
1285054	Dugout Pub &grill	40.624610533	-74.142625083
205009	Seagate	40.58642446	-74.01659202
972794	Mermaid Spa	40.57477555	-74.0031482667
1323201	Pizza D'Amore At Ceasar Bay	40.593327825	-74.00051081
1829393	Kohl's	40.593578449	-74.000308382
136499	Best Buy 	40.5934126667	-74.0000034167
530242	Wendy's	40.594041100000005	-73.99934971
548628	Modells	40.594041100000005	-73.99934971
264086	ToysRUs	40.5950234612	-73.9998243501
1324165	El Greco Diner	40.593229433000005	-73.9973522
1327607	Bstar	40.596338510500004	-74.0592831373
1169823	VA Medical Center Brooklyn	40.6080230572	-74.0242695808
1208244	New York Sports Club Bay Shore Brooklyn	40.593839	-73.9965157
141348	Fort Hamilton	40.6088457	-74.0292122
1332468	Dyker Beach Park	40.60739588	-74.016705751
16623	Verrazano-Narrows Bridge	40.6069153117	-74.04476165770001
1273332	South Fin Grill	40.58955985	-74.06630033
140396	Lailas Lounge	40.5996645	-73.9990152333
141889	Commissary	40.6112911333	-74.0276986667
853300	The Home Depot	40.5817938571	-73.9877627212
756479	Fort Wadsworth	40.6048336667	-74.0553858
1529811	Brooklyn Public Library - Coney Island Branch	40.5766651387	-73.98610711100001
5707206	Legend Steak House	40.604261742	-73.999758553
5076096	PS 212	40.58752661	-73.98640155
376318	Cross-Fire & Security	40.6074308167	-74.0031852167
1452777	TD Bank	40.613646543	-74.033725665
326042	Lenny's	40.6045637833	-73.9985608167
464425	Chris' Restaraunt Polish Cuisine	40.6061782837	-74.0008392334
66542	Best Buy Liquor	40.5794639333	-73.9845853833
71769	Bally's Fitness	40.6056555779	-73.9998910184
559680	Totonno	40.5789451521	-73.9844548405
519418	McDonald's	40.6046342379	-73.9982345433
420271	86th Pet Food & Supplies	40.608802666500004	-74.0051876766
278524	Starbucks (1971 86th)	40.6049778058	-73.9985083011
414218	Tempura	40.6075897217	-74.0022354126
420345	Full House Bakery & Cafe	40.6075795833	-74.0022082333
407559	Dunkin' Donuts	40.6076841478	-74.0020312482
137819	Dolphin Fitness	40.6097254667	-74.0060341667
496330	MCU Park	40.5745504552	-73.98428455
427103	Istanbul Fast Food	40.6017182365	-73.9937265572
530552	Uzbekistan	40.6021643487	-73.9942017724
1593416	La Bella Pizza	40.601915751	-73.99391455899999
757679	Ravioli Fair	40.611395083299996	-74.0099138667
1502647	Coney Island Surf & Turf	40.57480043	-73.98417687
296910	18 Avenue D/M Train Stop	40.6078904833	-74.0018575333
405237	Angie's Pizzaria	40.6079731084	-74.0018040295
147408	Outback Steakhouse	40.611668948	-74.0093551576
2651346	Tiny Tails	40.612590831999995	-74.01191109
265612	Pho Tay Ho	40.5997681967	-73.9907349434
923322	Steeplechase Park	40.573169152	-73.9834463596
864745	Pat Auletta Steeplechase Pier	40.5715148102	-73.9837789536
211801	Dunkin' Donuts	40.57556694	-73.98271012
813529	Wasabi	40.5992815111	-73.989478452
538133	Pipin's Pub	40.6156388708	-74.0342633941
1131126	Van Briesen Park	40.60853345	-74.05779940000001
400972	Fort Hamilton Diner	40.6159469833	-74.0312435333
1456537	The Big Blue Wet Thing	40.570350767	-73.98346315
1307170	BFE	40.61617875	-74.02623158
1222359	Coney Island Beach	40.57199255	-73.9825003
5304993	Williams Candy of Coney Island	40.575412633	-73.981585517
1050609	Fontana Sushi	40.6164053341	-74.03395585189999
953870	Dyker Beach Golf Course	40.6162422667	-74.0221997833
63897	Nathan's Famous Frankfurters	40.5753653701	-73.9813837409
42381	Fort Hamilton Presbyterian Church 	40.6168470464	-74.03094508470001
46452	MTA Coney Island - Stillwell Av [D,F,N,Q]	40.577158700000005	-73.9808221333
957433	Dunkin' Donuts	40.6170838889	-74.03013466670001
1464492	Beer Island	40.5733143833	-73.9812498167
976292	Him & Her Cafe	40.61132687	-74.00299519
1048648	Dona Zita	40.574757899999994	-73.98056078329999
1327196	John's Deli	40.597037166999996	-73.985181283
865027	El Dorado Bumper Cars	40.5753442833	-73.98016085
42356	Sensory Freeway	40.617680533299996	-74.0312895833
1350342	Walgreens	40.617649338	-74.033750955
1008251	Rubys Bar And Grill	40.57319455	-73.9801291167
404002	Home	40.6105125999	-73.9994606674
1049410	Coney Island Circus Sideshow	40.575370788600004	-73.9794998169
573833	Coney Island Boardwalk	40.5732845667	-73.9797481667
903066	Deno's Wonder Wheel	40.573286700000004	-73.9795310333
2650206	Kimberly Cassas Dog Walk	40.617899668	-74.02042623
321648	Tea Room	40.6185001667	-74.0299714333
2626625	Rite Aid	40.618518553	-74.033147558
57018	Fushimi	40.6188191167	-74.0303383
5296087	Atlantic Ocean	40.567027201799995	-73.980923885
265870	L&B Spumoni Gardens	40.5949619728	-73.9817447609
740580	UNO Chicago Bar And Grill	40.61903858	-74.03103566
1273705	Luna Park	40.5754673667	-73.97819009999999
741239	Colleen's Place BK	40.61912215	-74.03105285
688974	Da Noi	40.6070558467	-74.0670085479
184052	Bay Ridge Honda	40.6194797454	-74.02878378609999
1131060	Coney Island Cyclone-Roller Coaster	40.575157567699996	-73.9776849747
284772	Paneantico	40.6194915933	-74.032700066
936249	Foodtown	40.61984872	-74.03021419
668557	Nino's Pizza	40.61981985	-74.0325737833
1116983	Duane Reade	40.61970335	-74.02330178
668562	Little Cupcake	40.6198875667	-74.0326290167
1223877	Dental Art Care	40.61977815	-74.02335578
1100970	Mancini's Pizza Brick Oven	40.61978793	-74.02331417
433647	Chopsticks	40.62011516	-74.02454251
1421212	Cue T	40.620176125	-74.032888781
422319	Il Colosseo	40.6122512443	-73.9973297119
1471594	NYC DOE Office Of Technolog 	40.62049567	-74.02923065
51302	World Of Pets	40.6207016499	-74.0249146921
56277	Brooklyn Bagels	40.6209268	-74.02702155
1308909	Arirano Hibachi Steakhouse & Sushi Bar	40.6210547041	-74.029330394
95454	Starbucks (514 86th)	40.6210020908	-74.0257665212
755113	Dunkin' Donuts	40.6210660347	-74.0318401686
68574	Pizza Wagon	40.6211239167	-74.0263228333
1452734	McDonald's	40.621165333	-74.026404664
13752	New York Aquarium	40.5738931667	-73.9755201667
1391885	A&S Italian Food Store	40.62148737	-74.02625256
577032	Dunkin' Donuts	40.6215746871	-74.02888220210001
150047	Hinch's Soda Shop	40.6215204846	-74.0262645028
98240	Marathon Bank	40.6216126	-74.0290820167
1411114	H&L  Bagels	40.621579433	-74.03176104100001
56297	Century 21	40.6216168333	-74.02752059999999
2499451	Trendy Hair & Nail Salon	40.621628461	-74.032351422
184445	Omiya	40.6218290531	-74.0283422989
2441944	Five Guys Burgers and Fries	40.621920164	-74.025934182
1542631	HôM	40.621955469	-74.03187583
623544	Pastosa	40.615787899999994	-73.9997818
666136	Dunkin' Donuts	40.6221420301	-74.0257065844
1006421	Subway	40.6221407408	-74.0256569355
609217	New York Sports Club	40.6222801187	-74.0274720325
739987	The Basement	40.603687676599996	-74.0754058957
3556040	Auntie Anne's	40.622496281	-74.027639486
483298	Cebu	40.62251955	-74.03370374
1364882	Bab Alhara	40.622685543	-74.028165441
58305	86 Noodles	40.622701046100005	-74.0283370097
639185	Bay Ridge Dermatology	40.6225952137	-74.0248453257
101762	Carvel	40.6228854565	-74.031379996
916608	The Kettle Black	40.6229025338	-74.0315008163
1441296	Brooklyn Kebab Factory	40.623018003	-74.027995621
1364997	Gap	40.623040951	-74.02865492
91193	Pegasus Diner	40.6231456232	-74.03117412270001
527740	H & R Block	40.6233504869	-74.0281099649
43964	Casa Calamari	40.6234517686	-74.03119334649999
1517989	Skorski Chiropractic	40.623441492	-74.035215932
1500524	Asser Levy Seaside Park	40.57487907	-73.9719759
75098	Alice Austen House	40.6152117167	-74.0635356167
634796	Avalon Laundromat	40.6237727411	-74.0249575981
1116845	Hand Pull Noodle	40.61506135	-73.9942385333
106037	TD Bank	40.6241119167	-74.0246488167
111835	Luigi's Pizza	40.62439475	-74.03040695
96039	Areo	40.6244621779	-74.0306954619
52631	Bunch Of Bagels	40.624599675	-74.0306443452
390597	Mcdonald Ave & Ave U	40.5940176667	-73.9733944667
1102018	Zio Toto	40.6247286659	-74.0305006525
1116820	Coldstone	40.6249448333	-74.0304531833
456470	Plum Beach	40.5834948333	-73.9204028333
1380511	Kiddy Beach	40.586574967	-73.92503925
3557784	Larry Veling Feild	40.590052121	-73.921270748
534475	Mobil	40.5916554167	-73.9080766333
269887	T.G.I. Friday's	40.590160183	-73.9288211771
144731	Sheepshead Bay Stadium 14 & IMAX	40.587923969	-73.9318203287
1114013	Brooklyn Golf Center	40.5910075	-73.9032341833
244713	Wheelers	40.5877980333	-73.9348833667
717459	Dr. John Park	40.5945956167	-73.92690125
3290536	Belt Parkway Ext.11S	40.595921481	-73.908412872
1204221	Bacardi's House	40.587026067	-73.936812
420216	Roll N Roaster	40.584080183299996	-73.9393447667
315914	Il Fornetto	40.5838165283	-73.9397125244
1198950	Liman Restaurant	40.5836279833	-73.9410453333
3821932	Breezy Point Compound	40.560866157	-73.90889806199999
89308	Sheepshead Playground	40.5886411667	-73.9400218333
54171	Toys R Us	40.6006126333	-73.9124689833
485491	Jordan's Lobster Dock	40.5958862305	-73.9348907471
141325	Belt Pkwy	40.5848520833	-73.9452613
99373	Gourmet Boutique	40.5941957833	-73.9408913833
867173	NY Steakhouse	40.5833272641	-73.94816472810001
913511	Applebee's	40.58477801	-73.94831651
987956	Randazzo's Clam Bar	40.5840016	-73.94855123
1332401	Cherry Hill Gourmeto	40.584270227	-73.948846171
92219	Rite Aid Pharmacy	40.58820265	-73.94913581670001
704583	Istanbul	40.583285876	-73.95122060439999
948138	Stop & Shop	40.588414	-73.949761
760449	Arbuz	40.5857621248	-73.95202155439999
394663	Brennan and Carr	40.6002254794	-73.9421081375
1204811	Holocaust memorial park	40.58278675	-73.9534122667
54281	St. Columba	40.6081092667	-73.92416898329999
94358	Anatolian Gyro	40.5869791444	-73.9527433227
204693	Walgreens	40.60854041	-73.90958052
92206	Citibank	40.5874978167	-73.9536670667
92204	MTA Sheepshead Bay [B,Q]	40.5868662447	-73.9541588137
147453	PETCO	40.59011625	-73.95315500000001
3294866	Riis Beach	40.565142749	-73.881397513
54173	Kings Plaza	40.6103013975	-73.9202371643
969807	Floyd Bennett Field	40.597175359699996	-73.8816136122
57432	Marine Park JHS	40.6063193167	-73.9389034167
54235	Pizza Emporium	40.6089194	-73.93266070000001
1151310	Oceana Hall	40.5780696757	-73.9580223968
57443	Hess	40.6117977667	-73.9249961667
57435	Marine Park	40.6076396	-73.9389364333
3825865	Into The Sea	40.562106231	-73.879524706
1155975	Jacob Riis Park	40.5650719333	-73.8770088833
236526	Walgreens	40.6132739333	-73.91697895
992526	Cafe Glechik	40.5790877691	-73.9597013611
57440	Dunkin' Donuts	40.61267295	-73.92679985
57441	Rite Aid	40.6129356167	-73.9264735333
168956	Starbucks 	40.5777954768	-73.9611906022
854689	Sheepshead Cycle Shop	40.5916595459	-73.9598770142
1530321	"Cafe ""At Your Mother-In-Law"""	40.5776348555	-73.9632332325
1584764	Home	40.584343	-73.963208
1327591	Brighton Beach 	40.5747042768	-73.9636345069
232353	Primorski Restaurant	40.5768423445	-73.9641004936
980965	Coney Island Hospital	40.57794672	-73.96483457
663741	Varenichnaya	40.5767416247	-73.9649350935
183481	Royal Pizza	40.57950925	-73.96523195
1530713	M & I International Food 	40.576738103000004	-73.965751448
5347923	Umi	40.576634953	-73.966394635
278572	Chass 	40.6189155833	-73.91667885
1331420	Landi's Pork Store	40.6195853141	-73.917881533
986946	Warbasse Apartments	40.5804983119	-73.9681863201
1331457	M & B Organics	40.619757858	-73.91633742100001
1147239	Dunkin' Donuts' @ JFK Terminal 3	40.62044286	-73.92603027
57353	MTA Kings Hwy [B,Q]	40.6086050971	-73.9577386311
4068757	Beth Israel Hospital	40.618810983	-73.942495283
756769	Rockaway Beach	40.5852139384	-73.80721587800001
1228932	Beach 67th	40.5872048494	-73.795656747
1402413	MTA Beach 67 St [A]	40.5908777059	-73.796947163
1086456	Pj Currans	40.5898395788	-73.81260116930001
1407236	Rockaway Taco	40.5851777167	-73.8179462667
756746	Broad Channel	40.5946493333	-73.8100818167
1417647	Board Walk Bagel & Delicatessen	40.5813720667	-73.8297547
1138584	Broad Channel Bay Gulls	40.6000077667	-73.8208079333
3296736	Wendy's	40.582595918	-73.836759193
1365702	O'Sake Japanese Restaurant	40.58119745	-73.83770770000001
819230	Dunkin' Donuts	40.5811624333	-73.8380382167
893710	Chili's Grill & Bar	40.60614019	-73.81880116
1184274	MTA Broad Channel [A,S]	40.607954909200004	-73.8157761097
318443	Dunkin' Donuts	40.5786660667	-73.84937140000001
1021970	MTA Beach 25 St [A]	40.6000349924	-73.76134336
772429	Harbor Light Pub	40.57478988	-73.85190898
1016379	MTA Far Rockaway - Mott Av [A]	40.6039640856	-73.7554049492
456843	Bonfire	40.623488	-73.80520296
2741815	C & B Liquors	40.659832117	-74.249572433
1050032	CVS Pharmacy	40.6710905667	-74.2528553833
982764	Suspenders Restaurant & Pub	40.67323475	-74.2467580833
74134	ShopRite	40.6636514	-74.2400669667
1100994	Warinanco Park - Field 3	40.6551832667	-74.2435184833
899555	Reggio Pizzaria	40.672447600000005	-74.2413159667
1831548	St. Genevieve's RC Church	40.669767799999995	-74.23769275
5013537	Lamplight Inn	40.662880566999995	-74.233672633
2741790	US Fried Chicken & Pizza	40.6473132984	-74.24838052449999
1534312	Dara's Caterers	40.670392465	-74.231273951
484759	University Diner	40.67412315	-74.2298771667
917138	Linden Lanes	40.64849531	-74.23408412
1132109	Converge Coworking	40.6847060325	-74.2399406433
472839	Kean university 	40.6782697767	-74.2301681773
3800595	Mike's Tavern	40.6403721293	-74.2554079223
1707326	The Stanley Cup Entertainment Complex	40.643997217	-74.237931933
690366	Monsignor João S. Antão	40.6531073656	-74.2256498337
980794	Hagel Avenue Park	40.652415999999995	-74.22540500000001
1599298	Tropicana Diner	40.673334417	-74.223504667
493479	Sam's Club, Linden, NJ	40.6464813841	-74.23068165779999
792965	Clockwork Comics & Cards	40.6888280467	-74.24324355819999
690300	Color Plaza	40.6521997915	-74.224614501
690312	CVS Pharmacy	40.6524561926	-74.2244267464
690348	Little Mikey's Famous Pizza	40.6526271261	-74.2242980003
690315	Norwegian Bank	40.652122464	-74.2239493132
3195842	Knights of Columbus 253	40.673679	-74.221982
690166	Valero	40.6525864277	-74.2234289646
493484	Kohl's, Linden, NJ	40.6456917577	-74.2292010784
690031	7-Eleven	40.6518090832	-74.2234396935
690054	Spinners Pizza	40.6517541396	-74.2233324051
689558	Subway	40.6521448483	-74.2229434848
991563	IHOP	40.662774	-74.21886500000001
231307	Nuno's Pavillion	40.6367400833	-74.2486784667
220423	Kean University East Campus	40.678848266399996	-74.2234116093
742746	Super Lube	40.6493304455	-74.22331330829999
683164	Kafe Restaurant	40.6685098224	-74.217428863
436003	Mercedes-Benz Gravestone, Rosedale Cemetery, Linden, NJ	40.638084001799996	-74.2387148738
683668	La Cantera	40.6688922952	-74.2173832655
609654	Lowe's	40.6938903333	-74.25581565
683140	El Nuevo Latino Restaurant	40.6686847837	-74.21710968020001
203266	Applebees	40.6940365167	-74.2571708833
945461	Klippers Barber Shop	40.655017	-74.218513
572009	Brisas Colombianas Bakery	40.6679442469	-74.2166027427
259535	Tiffany's	40.69464564	-74.25848847
595857	Elizabeth Post Office	40.6696287527	-74.21628355979999
683192	La Típica	40.6682127941	-74.2157256603
982579	Office Depot	40.695033816700004	-74.25640355
183610	Toys R US	40.6950237877	-74.2573521372
415293	7-Eleven	40.6338915	-74.2581233
595865	Union County Savings Bank	40.6702390704	-74.2159831524
247793	Union County Court House, Elizabeth, NJ	40.6629230279	-74.2153072357
5013289	Willy's Place	40.668273583	-74.21546348300001
244984	Rosedale Cemetery, Linden, NJ	40.6356293081	-74.2415714264
683620	Escalona Restaurant & Grill	40.6684304794	-74.2154547572
683622	United Brother's Bakery	40.668330791799995	-74.2154359818
683634	Punto Sabroso Restaurant	40.6681721052	-74.2153930664
683632	Knockout Barbershop	40.668249414099996	-74.2153984308
595698	Wachovia Bank	40.6710650248	-74.2157953978
325658	Dunkin' Donuts	40.6335282333	-74.25846633329999
595847	St. Elizabeth Episcopal Church	40.6697996422	-74.2153447866
201568	Elizabeth Train Station	40.6681476919	-74.2150041461
595773	Olé Restaurant	40.6704628521	-74.2154145241
595665	Military Square	40.671016200100006	-74.2153179646
1333451	Dairy Queen	40.6331008673	-74.2571926117
2773741	Magic Smile Dental	40.63299015	-74.25794395
980874	Grecian Cave	40.6622164262	-74.2138908465
595614	American Fried Chicken	40.671211498299996	-74.2146581411
273627	Linden US Post Office, Linden NJ	40.632543512	-74.2558193207
287219	Tele-Data Solutions	40.6964565333	-74.2568064833
4589890	Burger King	40.652598299999994	-74.216385217
2415312	Magic Fountain	40.6578495092	-74.2141283606
1098417	Elizabeth Police Headquarters	40.6666911167	-74.21322365
595576	Dunkin' Donuts	40.6723141087	-74.2142611742
1090645	StreetLight Mission	40.6685233833	-74.2130525833
830066	Trinitas Hospital	40.6582049667	-74.21349515
4112280	PROCEED, Inc.	40.6628358364	-74.2126464844
247240	good ol' Linden, NJ	40.6317862896	-74.2551863194
595514	Coco Bongo	40.672139157	-74.213719368
163273	Chase 	40.6316616667	-74.2546003667
271012	City Of Linden City Hall, Linden, NJ	40.631558307	-74.2556905746
747599	The Liberty Center	40.6622335333	-74.21231485
163272	Wachovia	40.6314347	-74.25380140000001
593215	Elizabeth City Hall	40.6635526083	-74.2120119324
595404	Wendy's	40.6727535203	-74.2132151127
798954	Meson Tropical	40.6312942754	-74.2517165826
1530832	City Tavern	40.6621324695	-74.2117568595
982066	Future Nails	40.6311228333	-74.2532027667
2588294	New Chinese Gourmet	40.631033733	-74.253287133
594670	IHOP	40.6733475351	-74.2129683495
464371	Amsterdam Alley	40.6308823333	-74.2539049833
4735951	Jefferson Academy Of Elizabeth HS	40.6630323	-74.21105895
